Airline,Days from Purchase to Travel,Fare Type,Número de registros,Passenger Email,Person-1,Person,Purchase Date,Purchase Day,Origin,Destination,Route,Row ID,Ticket Price,Travel Date,TravelDay,Trips,Type of Traveler,Insure,Sex
Southwest,59,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,30/01/2019,miércoles,DAL,AUS,DAL-AUS,189,96,30/03/2019,sábado,5,Casual,True,M
Southwest,67,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,17/10/2019,jueves,DAL,OKC,DAL-OKC,189,140,23/12/2019,lunes,5,Casual,True,M
Southwest,75,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,30/08/2017,miércoles,DAL,HOU,DAL-HOU,189,106,13/11/2017,lunes,5,Casual,False,M
Southwest,75,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,30/08/2017,miércoles,DAL,HOU,DAL-HOU,189,106,13/11/2017,lunes,5,Casual,False,M
Delta,24,Business,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,20/10/2017,viernes,DFW,SEA,DFW-SEA,4569,140,13/11/2017,lunes,5,Casual,False,M
Delta,24,Business,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,20/10/2017,viernes,DFW,SEA,DFW-SEA,4569,140,13/11/2017,lunes,5,Casual,False,M
American Airlines,118,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,26/02/2016,viernes,DFW,CHS,DFW-CHS,6324,233,23/06/2016,jueves,5,Casual,False,M
Southwest,59,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,30/01/2019,miércoles,DAL,AUS,DAL-AUS,189,96,30/03/2019,sábado,5,Casual,False,M
American Airlines,118,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,26/02/2016,viernes,DFW,CHS,DFW-CHS,6324,233,23/06/2016,jueves,5,Casual,False,M
Southwest,67,Economy,1,dcampbell@vizpainter.com,Dan Campbell,Dan Campbell,17/10/2019,jueves,DAL,OKC,DAL-OKC,189,140,23/12/2019,lunes,5,Casual,False,M
Southwest,13,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,07/09/2019,sábado,DAL,MDW,DAL-MDW,190,145,20/09/2019,viernes,11,Frequent,True,M
Southwest,27,Business,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,24/08/2019,sábado,DAL,ATL,DAL-ATL,190,175,20/09/2019,viernes,11,Frequent,True,M
Southwest,57,Business,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,12/04/2019,viernes,DAL,AUS,DAL-AUS,190,176,08/06/2019,sábado,11,Frequent,True,M
Southwest,80,Business,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,03/01/2017,martes,DAL,AUS,DAL-AUS,190,152,24/03/2017,viernes,11,Frequent,False,M
Southwest,33,First Class,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,17/08/2016,miércoles,DAL,ATL,DAL-ATL,190,301,19/09/2016,lunes,11,Frequent,False,M
United,124,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,16/04/2019,martes,DFW,BUR,DFW-BUR,7900,61,18/08/2019,domingo,11,Frequent,False,M
United,124,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,16/04/2019,martes,DFW,BUR,DFW-BUR,7900,61,18/08/2019,domingo,11,Frequent,False,M
United,74,First Class,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,11/01/2018,jueves,DFW,CMH,DFW-CMH,9131,346,26/03/2018,lunes,11,Frequent,False,M
United,68,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,13/07/2016,miércoles,DFW,CMH,DFW-CMH,2479,156,19/09/2016,lunes,11,Frequent,False,M
American Airlines,53,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,01/02/2018,jueves,DFW,BUF,DFW-BUF,9130,60,26/03/2018,lunes,11,Frequent,False,M
American Airlines,28,First Class,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,21/07/2019,domingo,DFW,HIO,DFW-HIO,7901,412,18/08/2019,domingo,11,Frequent,False,M
United,89,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,11/03/2019,lunes,DFW,COS,DFW-COS,1270,155,08/06/2019,sábado,11,Frequent,False,M
Southwest,57,Business,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,12/04/2019,viernes,DAL,AUS,DAL-AUS,190,176,08/06/2019,sábado,11,Frequent,False,M
Southwest,80,Business,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,03/01/2017,martes,DAL,AUS,DAL-AUS,190,152,24/03/2017,viernes,11,Frequent,False,M
Southwest,27,Business,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,24/08/2019,sábado,DAL,ATL,DAL-ATL,190,175,20/09/2019,viernes,11,Frequent,False,M
Southwest,33,First Class,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,17/08/2016,miércoles,DAL,ATL,DAL-ATL,190,301,19/09/2016,lunes,11,Frequent,False,M
Southwest,13,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,07/09/2019,sábado,DAL,MDW,DAL-MDW,190,145,20/09/2019,viernes,11,Frequent,False,M
United,74,First Class,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,11/01/2018,jueves,DFW,CMH,DFW-CMH,9131,346,26/03/2018,lunes,11,Frequent,False,M
United,68,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,13/07/2016,miércoles,DFW,CMH,DFW-CMH,2479,156,19/09/2016,lunes,11,Frequent,False,M
United,89,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,11/03/2019,lunes,DFW,COS,DFW-COS,1270,155,08/06/2019,sábado,11,Frequent,False,M
American Airlines,53,Economy,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,01/02/2018,jueves,DFW,BUF,DFW-BUF,9130,60,26/03/2018,lunes,11,Frequent,False,M
American Airlines,28,First Class,1,dlawera@vizpainter.com,Dan Lawera,Dan Lawera,21/07/2019,domingo,DFW,HIO,DFW-HIO,7901,412,18/08/2019,domingo,11,Frequent,False,M
Southwest,41,Economy,1,,Dan Reichenbach,Dan Reichenbach,31/10/2019,jueves,DAL,OKC,DAL-OKC,191,111,11/12/2019,miércoles,6,Casual,True,M
Southwest,14,Economy,1,,Dan Reichenbach,Dan Reichenbach,29/09/2019,domingo,DAL,ELP,DAL-ELP,191,145,13/10/2019,domingo,6,Casual,True,M
Southwest,40,Economy,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,06/10/2018,sábado,DAL,ATL,DAL-ATL,191,139,15/11/2018,jueves,6,Casual,False,M
Southwest,38,Economy,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,25/11/2016,viernes,DAL,MDW,DAL-MDW,191,81,02/01/2017,lunes,6,Casual,False,M
Southwest,73,Economy,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,21/10/2016,viernes,DAL,LGA,DAL-LGA,191,62,02/01/2017,lunes,6,Casual,False,M
Southwest,14,Economy,1,,Dan Reichenbach,Dan Reichenbach,29/09/2019,domingo,DAL,ELP,DAL-ELP,191,145,13/10/2019,domingo,6,Casual,False,M
United,84,Business,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,28/12/2016,miércoles,DFW,HIO,DFW-HIO,8556,322,22/03/2017,miércoles,6,Casual,False,M
Southwest,40,Economy,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,06/10/2018,sábado,DAL,ATL,DAL-ATL,191,139,15/11/2018,jueves,6,Casual,False,M
Southwest,73,Economy,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,21/10/2016,viernes,DAL,LGA,DAL-LGA,191,62,02/01/2017,lunes,6,Casual,False,M
Southwest,38,Economy,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,25/11/2016,viernes,DAL,MDW,DAL-MDW,191,81,02/01/2017,lunes,6,Casual,False,M
Southwest,41,Economy,1,,Dan Reichenbach,Dan Reichenbach,31/10/2019,jueves,DAL,OKC,DAL-OKC,191,111,11/12/2019,miércoles,6,Casual,False,M
United,84,Business,1,dreichenbach@vizpainter.com,Dan Reichenbach,Dan Reichenbach,28/12/2016,miércoles,DFW,HIO,DFW-HIO,8556,322,22/03/2017,miércoles,6,Casual,False,M
Southwest,61,Economy,1,dkaydos@vizpainter.com,Dana Kaydos,Dana Kaydos,23/09/2019,lunes,DAL,ELP,DAL-ELP,192,75,23/11/2019,sábado,1,Infrequent,True,M
Southwest,61,Economy,1,dkaydos@vizpainter.com,Dana Kaydos,Dana Kaydos,23/09/2019,lunes,DAL,ELP,DAL-ELP,192,75,23/11/2019,sábado,1,Infrequent,False,M
Southwest,42,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,02/12/2017,sábado,DAL,PHX,DAL-PHX,193,98,13/01/2018,sábado,9,Casual,True,M
Southwest,17,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,27/12/2017,miércoles,DAL,AUS,DAL-AUS,193,121,13/01/2018,sábado,9,Casual,False,M
Southwest,79,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,26/10/2017,jueves,DAL,AUS,DAL-AUS,193,74,13/01/2018,sábado,9,Casual,False,M
Southwest,42,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,02/12/2017,sábado,DAL,PHX,DAL-PHX,193,98,13/01/2018,sábado,9,Casual,False,M
Southwest,35,Business,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,24/08/2017,jueves,DAL,HOU,DAL-HOU,193,113,28/09/2017,jueves,9,Casual,False,M
Southwest,46,Business,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,05/03/2017,domingo,DAL,MDW,DAL-MDW,193,154,20/04/2017,jueves,9,Casual,False,M
Southwest,22,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,29/03/2017,miércoles,DAL,AUS,DAL-AUS,193,155,20/04/2017,jueves,9,Casual,False,M
Southwest,22,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,06/09/2017,miércoles,DAL,LAS,DAL-LAS,193,112,28/09/2017,jueves,9,Casual,False,M
United,15,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,13/09/2017,miércoles,DFW,SLC,DFW-SLC,3427,445,28/09/2017,jueves,9,Casual,False,M
Southwest,35,Business,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,24/08/2017,jueves,DAL,HOU,DAL-HOU,193,113,28/09/2017,jueves,9,Casual,False,M
United,15,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,13/09/2017,miércoles,DFW,SLC,DFW-SLC,3427,445,28/09/2017,jueves,9,Casual,False,M
Delta,26,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,18/12/2017,lunes,DFW,COS,DFW-COS,1027,100,13/01/2018,sábado,9,Casual,False,M
Southwest,17,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,27/12/2017,miércoles,DAL,AUS,DAL-AUS,193,121,13/01/2018,sábado,9,Casual,False,M
Southwest,79,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,26/10/2017,jueves,DAL,AUS,DAL-AUS,193,74,13/01/2018,sábado,9,Casual,False,M
Southwest,22,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,29/03/2017,miércoles,DAL,AUS,DAL-AUS,193,155,20/04/2017,jueves,9,Casual,False,M
Southwest,46,Business,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,05/03/2017,domingo,DAL,MDW,DAL-MDW,193,154,20/04/2017,jueves,9,Casual,False,M
Delta,26,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,18/12/2017,lunes,DFW,COS,DFW-COS,1027,100,13/01/2018,sábado,9,Casual,False,M
Southwest,22,Economy,1,dbyrd@vizpainter.com,Daniel Byrd,Daniel Byrd,06/09/2017,miércoles,DAL,LAS,DAL-LAS,193,112,28/09/2017,jueves,9,Casual,False,M
Southwest,25,Economy,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,13/09/2016,martes,DAL,HOU,DAL-HOU,194,64,08/10/2016,sábado,4,Infrequent,False,M
Southwest,57,Economy,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,12/08/2016,viernes,DAL,SEA,DAL-SEA,194,69,08/10/2016,sábado,4,Infrequent,False,M
Southwest,25,Economy,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,13/09/2016,martes,DAL,HOU,DAL-HOU,194,64,08/10/2016,sábado,4,Infrequent,False,M
Southwest,57,Economy,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,12/08/2016,viernes,DAL,SEA,DAL-SEA,194,69,08/10/2016,sábado,4,Infrequent,False,M
Delta,77,Economy,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,14/10/2017,sábado,DFW,COS,DFW-COS,7100,215,30/12/2017,sábado,4,Infrequent,False,M
American Airlines,11,Business,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,23/01/2018,martes,DFW,SAN,DFW-SAN,8925,408,03/02/2018,sábado,4,Infrequent,False,M
American Airlines,11,Business,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,23/01/2018,martes,DFW,SAN,DFW-SAN,8925,408,03/02/2018,sábado,4,Infrequent,False,M
Delta,77,Economy,1,dlacy@vizpainter.com,Daniel Lacy,Daniel Lacy,14/10/2017,sábado,DFW,COS,DFW-COS,7100,215,30/12/2017,sábado,4,Infrequent,False,M
Southwest,22,Economy,1,draglin@vizpainter.com,Daniel Raglin,Daniel Raglin,09/11/2019,sábado,DAL,PHX,DAL-PHX,195,126,01/12/2019,domingo,2,Infrequent,True,M
Southwest,22,Economy,1,draglin@vizpainter.com,Daniel Raglin,Daniel Raglin,09/11/2019,sábado,DAL,PHX,DAL-PHX,195,126,01/12/2019,domingo,2,Infrequent,True,M
Southwest,30,Economy,1,draglin@vizpainter.com,Daniel Raglin,Daniel Raglin,01/11/2019,viernes,DAL,AMA,DAL-AMA,195,144,01/12/2019,domingo,2,Infrequent,True,M
Southwest,30,Economy,1,draglin@vizpainter.com,Daniel Raglin,Daniel Raglin,01/11/2019,viernes,DAL,AMA,DAL-AMA,195,144,01/12/2019,domingo,2,Infrequent,False,M
Southwest,35,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,22/10/2016,sábado,DAL,PHX,DAL-PHX,196,133,26/11/2016,sábado,13,Frequent,True,M
Southwest,43,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,07/05/2017,domingo,DAL,SFO,DAL-SFO,196,77,19/06/2017,lunes,13,Frequent,True,M
Southwest,47,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,11/05/2018,viernes,DAL,GRR,DAL-GRR,196,141,27/06/2018,miércoles,13,Frequent,False,M
Southwest,43,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,07/05/2017,domingo,DAL,SFO,DAL-SFO,196,77,19/06/2017,lunes,13,Frequent,False,M
Southwest,32,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,18/05/2017,jueves,DAL,HOU,DAL-HOU,196,97,19/06/2017,lunes,13,Frequent,False,M
Southwest,49,Business,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,01/05/2017,lunes,DAL,AUS,DAL-AUS,196,106,19/06/2017,lunes,13,Frequent,False,M
Southwest,84,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,27/03/2017,lunes,DAL,ATL,DAL-ATL,196,118,19/06/2017,lunes,13,Frequent,False,M
Southwest,26,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,31/10/2016,lunes,DAL,AUS,DAL-AUS,196,141,26/11/2016,sábado,13,Frequent,False,M
Southwest,14,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,12/11/2016,sábado,DAL,MDW,DAL-MDW,196,83,26/11/2016,sábado,13,Frequent,False,M
Southwest,35,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,22/10/2016,sábado,DAL,PHX,DAL-PHX,196,133,26/11/2016,sábado,13,Frequent,False,M
Southwest,121,First Class,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,28/07/2016,jueves,DAL,ATL,DAL-ATL,196,262,26/11/2016,sábado,13,Frequent,False,M
Southwest,32,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,18/05/2017,jueves,DAL,HOU,DAL-HOU,196,97,19/06/2017,lunes,13,Frequent,False,M
United,20,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,07/06/2018,jueves,DFW,GRB,DFW-GRB,4704,182,27/06/2018,miércoles,13,Frequent,False,M
American Airlines,17,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,13/03/2019,miércoles,DFW,COS,DFW-COS,5744,111,30/03/2019,sábado,13,Frequent,False,M
United,20,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,07/06/2018,jueves,DFW,GRB,DFW-GRB,4704,182,27/06/2018,miércoles,13,Frequent,False,M
Delta,34,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,16/05/2017,martes,DFW,CMH,DFW-CMH,3703,115,19/06/2017,lunes,13,Frequent,False,M
United,34,Business,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,24/02/2019,domingo,DFW,MCO,DFW-MCO,5746,374,30/03/2019,sábado,13,Frequent,False,M
Southwest,49,Business,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,01/05/2017,lunes,DAL,AUS,DAL-AUS,196,106,19/06/2017,lunes,13,Frequent,False,M
Southwest,26,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,31/10/2016,lunes,DAL,AUS,DAL-AUS,196,141,26/11/2016,sábado,13,Frequent,False,M
Southwest,84,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,27/03/2017,lunes,DAL,ATL,DAL-ATL,196,118,19/06/2017,lunes,13,Frequent,False,M
Southwest,121,First Class,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,28/07/2016,jueves,DAL,ATL,DAL-ATL,196,262,26/11/2016,sábado,13,Frequent,False,M
Southwest,47,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,11/05/2018,viernes,DAL,GRR,DAL-GRR,196,141,27/06/2018,miércoles,13,Frequent,False,M
Southwest,14,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,12/11/2016,sábado,DAL,MDW,DAL-MDW,196,83,26/11/2016,sábado,13,Frequent,False,M
Delta,34,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,16/05/2017,martes,DFW,CMH,DFW-CMH,3703,115,19/06/2017,lunes,13,Frequent,False,M
American Airlines,17,Economy,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,13/03/2019,miércoles,DFW,COS,DFW-COS,5744,111,30/03/2019,sábado,13,Frequent,False,M
United,34,Business,1,dmedina@vizpainter.com,Dario Medina,Dario Medina,24/02/2019,domingo,DFW,MCO,DFW-MCO,5746,374,30/03/2019,sábado,13,Frequent,False,M
Southwest,72,Economy,1,dbudd@vizpainter.com,Darren Budd,Darren Budd,11/07/2017,martes,DAL,OKC,DAL-OKC,197,67,21/09/2017,jueves,3,Infrequent,False,M
United,26,Business,1,dbudd@vizpainter.com,Darren Budd,Darren Budd,02/11/2016,miércoles,DFW,DSM,DFW-DSM,5493,219,28/11/2016,lunes,3,Infrequent,False,M
United,10,Economy,1,dbudd@vizpainter.com,Darren Budd,Darren Budd,11/09/2017,lunes,DFW,MCO,DFW-MCO,3852,175,21/09/2017,jueves,3,Infrequent,False,M
United,26,Business,1,dbudd@vizpainter.com,Darren Budd,Darren Budd,02/11/2016,miércoles,DFW,DSM,DFW-DSM,5493,219,28/11/2016,lunes,3,Infrequent,False,M
Southwest,72,Economy,1,dbudd@vizpainter.com,Darren Budd,Darren Budd,11/07/2017,martes,DAL,OKC,DAL-OKC,197,67,21/09/2017,jueves,3,Infrequent,False,M
United,10,Economy,1,dbudd@vizpainter.com,Darren Budd,Darren Budd,11/09/2017,lunes,DFW,MCO,DFW-MCO,3852,175,21/09/2017,jueves,3,Infrequent,False,M
Southwest,32,Business,1,dkoutras@vizpainter.com,Darren Koutras,Darren Koutras,09/09/2017,sábado,DAL,AUS,DAL-AUS,198,179,11/10/2017,miércoles,1,Infrequent,False,M
Southwest,32,Business,1,dkoutras@vizpainter.com,Darren Koutras,Darren Koutras,09/09/2017,sábado,DAL,AUS,DAL-AUS,198,179,11/10/2017,miércoles,1,Infrequent,False,M
Southwest,24,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,11/10/2019,viernes,DAL,OKC,DAL-OKC,199,101,04/11/2019,lunes,10,Casual,True,M
Southwest,41,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,18/07/2018,miércoles,DAL,LAS,DAL-LAS,199,70,28/08/2018,martes,10,Casual,False,M
Southwest,59,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,23/06/2016,jueves,DAL,HOU,DAL-HOU,199,127,21/08/2016,domingo,10,Casual,False,M
Southwest,25,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,27/07/2016,miércoles,DAL,ELP,DAL-ELP,199,132,21/08/2016,domingo,10,Casual,False,M
Southwest,40,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,12/07/2016,martes,DAL,LGA,DAL-LGA,199,155,21/08/2016,domingo,10,Casual,False,M
Southwest,14,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,07/08/2016,domingo,DAL,AUS,DAL-AUS,199,157,21/08/2016,domingo,10,Casual,False,M
United,18,Business,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,10/08/2018,viernes,DFW,SLC,DFW-SLC,2857,490,28/08/2018,martes,10,Casual,False,M
Southwest,25,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,27/07/2016,miércoles,DAL,ELP,DAL-ELP,199,132,21/08/2016,domingo,10,Casual,False,M
Southwest,59,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,23/06/2016,jueves,DAL,HOU,DAL-HOU,199,127,21/08/2016,domingo,10,Casual,False,M
Delta,84,Business,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,29/05/2016,domingo,DFW,BUR,DFW-BUR,2533,296,21/08/2016,domingo,10,Casual,False,M
Delta,73,Business,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,23/08/2019,viernes,DFW,MCO,DFW-MCO,326,429,04/11/2019,lunes,10,Casual,False,M
Delta,64,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,18/06/2016,sábado,DFW,HIO,DFW-HIO,2534,264,21/08/2016,domingo,10,Casual,False,M
United,18,Business,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,10/08/2018,viernes,DFW,SLC,DFW-SLC,2857,490,28/08/2018,martes,10,Casual,False,M
Delta,84,Business,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,29/05/2016,domingo,DFW,BUR,DFW-BUR,2533,296,21/08/2016,domingo,10,Casual,False,M
Southwest,14,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,07/08/2016,domingo,DAL,AUS,DAL-AUS,199,157,21/08/2016,domingo,10,Casual,False,M
Southwest,40,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,12/07/2016,martes,DAL,LGA,DAL-LGA,199,155,21/08/2016,domingo,10,Casual,False,M
Southwest,24,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,11/10/2019,viernes,DAL,OKC,DAL-OKC,199,101,04/11/2019,lunes,10,Casual,False,M
Southwest,41,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,18/07/2018,miércoles,DAL,LAS,DAL-LAS,199,70,28/08/2018,martes,10,Casual,False,M
Delta,73,Business,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,23/08/2019,viernes,DFW,MCO,DFW-MCO,326,429,04/11/2019,lunes,10,Casual,False,M
Delta,64,Economy,1,dpowers@vizpainter.com,Darren Powers,Darren Powers,18/06/2016,sábado,DFW,HIO,DFW-HIO,2534,264,21/08/2016,domingo,10,Casual,False,M
Southwest,26,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,20/11/2017,lunes,DAL,PHX,DAL-PHX,200,157,16/12/2017,sábado,10,Casual,True,M
Southwest,71,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,14/10/2019,lunes,DAL,GRR,DAL-GRR,200,159,24/12/2019,martes,10,Casual,True,M
Southwest,13,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,11/12/2019,miércoles,DAL,LAS,DAL-LAS,200,122,24/12/2019,martes,10,Casual,True,M
Southwest,30,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,24/11/2019,domingo,DAL,ATL,DAL-ATL,200,80,24/12/2019,martes,10,Casual,True,M
Southwest,26,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,28/11/2019,jueves,DAL,ATL,DAL-ATL,200,113,24/12/2019,martes,10,Casual,True,M
Southwest,117,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,30/07/2018,lunes,DAL,MDW,DAL-MDW,200,103,24/11/2018,sábado,10,Casual,False,M
Southwest,37,First Class,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,18/10/2018,jueves,DAL,HOU,DAL-HOU,200,304,24/11/2018,sábado,10,Casual,False,M
Southwest,60,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,25/09/2018,martes,DAL,MDW,DAL-MDW,200,131,24/11/2018,sábado,10,Casual,False,M
Southwest,26,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,20/11/2017,lunes,DAL,PHX,DAL-PHX,200,157,16/12/2017,sábado,10,Casual,False,M
Southwest,37,First Class,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,18/10/2018,jueves,DAL,HOU,DAL-HOU,200,304,24/11/2018,sábado,10,Casual,False,M
American Airlines,12,Business,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,12/12/2019,jueves,DFW,CMH,DFW-CMH,1249,230,24/12/2019,martes,10,Casual,False,M
United,41,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,13/11/2019,miércoles,DFW,CMH,DFW-CMH,1252,241,24/12/2019,martes,10,Casual,False,M
Southwest,30,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,24/11/2019,domingo,DAL,ATL,DAL-ATL,200,80,24/12/2019,martes,10,Casual,False,M
Southwest,26,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,28/11/2019,jueves,DAL,ATL,DAL-ATL,200,113,24/12/2019,martes,10,Casual,False,M
Southwest,71,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,14/10/2019,lunes,DAL,GRR,DAL-GRR,200,159,24/12/2019,martes,10,Casual,False,M
Southwest,117,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,30/07/2018,lunes,DAL,MDW,DAL-MDW,200,103,24/11/2018,sábado,10,Casual,False,M
Southwest,60,Economy,1,dmartin@vizpainter.com,Darrin Martin,Darrin Martin,25/09/2018,martes,DAL,MDW,DAL-MDW,200,131,24/11/2018,sábado,10,Casual,False,M
